Name	Length
Zm00001eb125990_T001	1826
Zm00001eb126000_T001	895
Zm00001eb126010_T001	438
Zm00001eb126020_T001	438
Zm00001eb126030_T001	210
Zm00001eb126040_T001	330
Zm00001eb126050_T001	525
Zm00001eb126060_T001	1494
Zm00001eb126070_T001	4658
Zm00001eb126080_T001	1661
Zm00001eb126090_T001	1804
Zm00001eb126110_T001	1126
Zm00001eb126120_T001	768
Zm00001eb126130_T001	1507
Zm00001eb126140_T001	3271
Zm00001eb126150_T001	3409
Zm00001eb126160_T001	468
Zm00001eb126170_T001	502
Zm00001eb126190_T001	315
Zm00001eb126200_T001	558
Zm00001eb126210_T001	567
Zm00001eb126220_T001	375
Zm00001eb126230_T001	2229
Zm00001eb126240_T001	1250
Zm00001eb126250_T003	1682
Zm00001eb126260_T001	1144
Zm00001eb126270_T001	1218
Zm00001eb126280_T001	777
Zm00001eb126290_T001	306
Zm00001eb126300_T001	963
Zm00001eb126310_T002	2154
Zm00001eb126320_T001	561
Zm00001eb126330_T001	1061
Zm00001eb126340_T001	1572
Zm00001eb126350_T001	2072
Zm00001eb126360_T003	5563
Zm00001eb126370_T004	984
Zm00001eb126380_T001	3316
Zm00001eb126390_T001	1348
Zm00001eb126400_T001	3046
Zm00001eb126420_T003	3611
Zm00001eb126430_T001	2443
Zm00001eb126440_T001	801
Zm00001eb126450_T001	851
Zm00001eb126460_T001	741
Zm00001eb126470_T001	707
Zm00001eb126480_T001	858
Zm00001eb126490_T001	1101
Zm00001eb126500_T001	2940
Zm00001eb126510_T005	1903
Zm00001eb126540_T002	654
Zm00001eb126550_T001	858
Zm00001eb126560_T002	2249
Zm00001eb126580_T001	492
Zm00001eb126590_T001	768
Zm00001eb126600_T001	405
Zm00001eb126610_T001	1181
Zm00001eb126620_T001	648
Zm00001eb126630_T003	2892
Zm00001eb126640_T005	2420
Zm00001eb126650_T001	3640
Zm00001eb126660_T001	1422
Zm00001eb126670_T001	2042
Zm00001eb126680_T002	1559
Zm00001eb126690_T001	1940
Zm00001eb126700_T001	612
Zm00001eb126710_T001	9950
Zm00001eb126720_T001	795
Zm00001eb126740_T001	3258
Zm00001eb126750_T001	470
Zm00001eb126760_T001	2072
Zm00001eb126770_T001	1530
Zm00001eb126780_T002	1627
Zm00001eb126790_T001	1035
Zm00001eb126800_T001	535
Zm00001eb126810_T001	1125
Zm00001eb126820_T001	1656
Zm00001eb126830_T001	928
Zm00001eb126840_T001	2305
Zm00001eb126860_T001	252
Zm00001eb126880_T001	1856
Zm00001eb126890_T002	1768
Zm00001eb126900_T001	1723
Zm00001eb126920_T001	1965
Zm00001eb126930_T002	2109
Zm00001eb126940_T001	600
Zm00001eb126950_T001	5691
Zm00001eb126960_T001	1458
Zm00001eb126970_T001	986
Zm00001eb126980_T003	2961
Zm00001eb126990_T001	1001
Zm00001eb127000_T001	1043
Zm00001eb127010_T001	4610
Zm00001eb127020_T002	1726
Zm00001eb127030_T001	2040
Zm00001eb127040_T001	962
Zm00001eb127050_T001	213
Zm00001eb127060_T001	1173
Zm00001eb127070_T001	516
Zm00001eb127080_T001	712
Zm00001eb127090_T001	2635
Zm00001eb127100_T002	2056
Zm00001eb127110_T001	1138
Zm00001eb127120_T001	1482
Zm00001eb127130_T003	3271
Zm00001eb127140_T001	862
Zm00001eb127150_T005	1183
Zm00001eb127160_T001	1451
Zm00001eb127170_T001	729
Zm00001eb127180_T001	1496
Zm00001eb127190_T004	1736
Zm00001eb127200_T002	3256
Zm00001eb127210_T001	2108
Zm00001eb127220_T001	444
Zm00001eb127230_T001	1323
Zm00001eb127240_T001	1636
Zm00001eb127250_T001	858
Zm00001eb127270_T001	1223
Zm00001eb127280_T002	1113
Zm00001eb127290_T003	1896
Zm00001eb127300_T002	1086
Zm00001eb127310_T001	591
Zm00001eb127340_T001	1337
Zm00001eb127350_T001	1079
Zm00001eb127360_T002	2067
Zm00001eb127370_T001	915
Zm00001eb127390_T001	564
Zm00001eb127400_T001	774
Zm00001eb127410_T001	1076
Zm00001eb127420_T001	1746
Zm00001eb127430_T001	1989
Zm00001eb127440_T001	1122
Zm00001eb127450_T001	1941
Zm00001eb127460_T001	387
Zm00001eb127470_T001	378
Zm00001eb127480_T001	353
Zm00001eb127490_T001	2079
Zm00001eb127500_T001	648
Zm00001eb127510_T001	1169
Zm00001eb127520_T001	1985
Zm00001eb127540_T001	1690
Zm00001eb127550_T002	3271
Zm00001eb127560_T001	1092
Zm00001eb127570_T001	3323
Zm00001eb127580_T001	2881
Zm00001eb127590_T001	812
Zm00001eb127600_T002	887
Zm00001eb127610_T001	853
Zm00001eb127620_T001	889
Zm00001eb127630_T001	2236
Zm00001eb127640_T001	1894
Zm00001eb127650_T001	655
Zm00001eb127660_T001	1050
Zm00001eb127670_T001	1235
Zm00001eb127680_T004	3978
Zm00001eb127690_T002	655
Zm00001eb127700_T001	1254
Zm00001eb127710_T001	1096
Zm00001eb127720_T002	2160
Zm00001eb127740_T001	771
Zm00001eb127750_T001	1601
Zm00001eb127760_T002	691
Zm00001eb127770_T001	799
Zm00001eb127780_T001	3042
Zm00001eb127790_T002	994
Zm00001eb127810_T001	767
Zm00001eb127820_T001	913
Zm00001eb127830_T001	423
Zm00001eb127840_T001	2305
Zm00001eb127850_T001	2117
Zm00001eb127860_T004	1892
Zm00001eb127870_T001	942
Zm00001eb127880_T001	5025
Zm00001eb127890_T002	1099
Zm00001eb127900_T004	1562
Zm00001eb127920_T001	2439
Zm00001eb127930_T003	3982
Zm00001eb127940_T003	3680
Zm00001eb127960_T001	1706
Zm00001eb127970_T002	1399
Zm00001eb127990_T001	3594
Zm00001eb128000_T005	2296
Zm00001eb128010_T002	4048
Zm00001eb128020_T002	1274
Zm00001eb128040_T001	912
Zm00001eb128050_T001	483
Zm00001eb128060_T001	682
Zm00001eb128070_T002	1985
Zm00001eb128080_T001	327
Zm00001eb128090_T001	789
Zm00001eb128100_T001	438
Zm00001eb128110_T001	1843
Zm00001eb128120_T001	1596
Zm00001eb128130_T001	1444
Zm00001eb128140_T002	456
Zm00001eb128150_T003	1928
Zm00001eb128160_T001	1036
Zm00001eb128180_T001	3460
Zm00001eb128190_T001	3032
Zm00001eb128200_T004	1964
Zm00001eb128210_T001	1115
Zm00001eb128220_T001	1740
Zm00001eb128230_T001	572
Zm00001eb128240_T001	460
Zm00001eb128250_T001	1666
Zm00001eb128260_T002	1334
Zm00001eb128270_T001	300
Zm00001eb128280_T001	397
Zm00001eb128290_T001	1437
Zm00001eb128300_T001	995
Zm00001eb128310_T001	2209
Zm00001eb128320_T001	4929
Zm00001eb128330_T001	1695
Zm00001eb128340_T004	1869
Zm00001eb128360_T001	832
Zm00001eb128380_T001	903
Zm00001eb128390_T001	636
Zm00001eb128400_T001	696
Zm00001eb128410_T002	2157
Zm00001eb128420_T001	1528
Zm00001eb128430_T001	2196
Zm00001eb128450_T001	1196
Zm00001eb128460_T001	786
Zm00001eb128470_T002	2031
Zm00001eb128480_T001	1054
Zm00001eb128490_T003	1684
Zm00001eb128510_T001	1119
Zm00001eb128520_T001	707
Zm00001eb128530_T001	1059
Zm00001eb128540_T001	544
Zm00001eb128550_T001	213
Zm00001eb128560_T001	732
Zm00001eb128570_T003	1277
Zm00001eb128580_T001	751
Zm00001eb128590_T001	2419
Zm00001eb128600_T001	312
Zm00001eb128610_T002	1973
Zm00001eb128620_T001	2422
Zm00001eb128630_T001	678
Zm00001eb128640_T001	333
Zm00001eb128650_T001	1224
Zm00001eb128660_T001	258
Zm00001eb128670_T001	2583
Zm00001eb128680_T001	1449
Zm00001eb128690_T001	1652
Zm00001eb128700_T001	1454
Zm00001eb128710_T001	1098
Zm00001eb128720_T001	2908
Zm00001eb128730_T001	2536
Zm00001eb128750_T001	1675
Zm00001eb128760_T001	1110
Zm00001eb128770_T001	852
Zm00001eb128780_T001	3504
Zm00001eb128790_T001	1175
Zm00001eb128800_T001	923
Zm00001eb128810_T001	802
Zm00001eb128820_T001	348
Zm00001eb128830_T001	1800
Zm00001eb128840_T002	957
Zm00001eb128850_T001	1207
Zm00001eb128860_T001	1711
Zm00001eb128870_T001	998
Zm00001eb128880_T003	1928
Zm00001eb128890_T001	1980
Zm00001eb128910_T002	2328
Zm00001eb128920_T001	924
Zm00001eb128930_T002	2140
Zm00001eb128940_T001	4052
Zm00001eb128950_T001	438
Zm00001eb128960_T001	1958
Zm00001eb128970_T001	1151
Zm00001eb128980_T001	1137
Zm00001eb128990_T001	1686
Zm00001eb129000_T001	1835
Zm00001eb129010_T001	1509
Zm00001eb129020_T001	1724
Zm00001eb129030_T001	3058
Zm00001eb129040_T001	539
Zm00001eb129050_T002	2069
Zm00001eb129070_T001	360
Zm00001eb129080_T004	2093
Zm00001eb129090_T001	2340
Zm00001eb129100_T001	2431
Zm00001eb129110_T001	608
Zm00001eb129120_T001	1504
Zm00001eb129130_T001	1066
Zm00001eb129140_T001	441
Zm00001eb129150_T001	801
Zm00001eb129160_T001	1498
Zm00001eb129170_T001	363
Zm00001eb129190_T001	426
Zm00001eb129200_T001	696
Zm00001eb129210_T001	519
Zm00001eb129220_T001	1409
Zm00001eb129230_T001	630
Zm00001eb129240_T001	1254
Zm00001eb129260_T001	387
Zm00001eb129270_T001	549
Zm00001eb129280_T001	543
Zm00001eb129290_T001	585
Zm00001eb129300_T001	748
Zm00001eb129310_T001	631
Zm00001eb129320_T001	3676
Zm00001eb129330_T001	1096
Zm00001eb129340_T001	1167
Zm00001eb129350_T001	1744
Zm00001eb129360_T004	1848
Zm00001eb129370_T001	3043
Zm00001eb129380_T001	1388
Zm00001eb129390_T001	243
Zm00001eb129400_T001	234
Zm00001eb129410_T001	753
Zm00001eb129420_T001	1075
Zm00001eb129430_T001	381
Zm00001eb129440_T001	1315
Zm00001eb129450_T001	477
Zm00001eb129460_T001	603
Zm00001eb129470_T001	1374
Zm00001eb129480_T001	1393
Zm00001eb129490_T001	2157
Zm00001eb129500_T001	405
Zm00001eb129510_T005	1460
Zm00001eb129520_T001	2489
Zm00001eb129530_T001	1612
Zm00001eb129540_T001	320
Zm00001eb129550_T001	522
Zm00001eb129560_T001	357
Zm00001eb129570_T001	881
Zm00001eb129580_T002	2913
Zm00001eb129590_T001	617
Zm00001eb129600_T001	258
Zm00001eb129610_T001	360
Zm00001eb129620_T001	717
Zm00001eb129630_T001	456
Zm00001eb129640_T001	570
Zm00001eb129650_T001	267
Zm00001eb129660_T001	246
Zm00001eb129670_T001	516
Zm00001eb129680_T001	294
Zm00001eb129690_T001	2123
Zm00001eb129710_T001	2097
Zm00001eb129720_T001	663
Zm00001eb129730_T001	345
Zm00001eb129740_T001	309
Zm00001eb129750_T001	1589
Zm00001eb129760_T001	351
Zm00001eb129770_T001	327
Zm00001eb129790_T001	4532
Zm00001eb129800_T001	456
Zm00001eb129810_T001	321
Zm00001eb129820_T001	2293
Zm00001eb129830_T001	1780
Zm00001eb129840_T001	1031
Zm00001eb129850_T005	1434
Zm00001eb129860_T001	3199
Zm00001eb129880_T001	351
Zm00001eb129890_T001	1332
Zm00001eb129900_T001	757
Zm00001eb129910_T001	1331
Zm00001eb129920_T003	1904
Zm00001eb129930_T002	1953
Zm00001eb129940_T001	408
Zm00001eb129950_T001	1416
Zm00001eb129960_T001	1215
Zm00001eb129970_T001	1814
Zm00001eb129980_T001	867
Zm00001eb130000_T001	2235
Zm00001eb130010_T001	357
Zm00001eb130020_T001	1212
Zm00001eb130030_T001	459
Zm00001eb130040_T001	858
Zm00001eb130050_T001	1765
Zm00001eb130060_T002	2618
Zm00001eb130070_T001	411
Zm00001eb130080_T002	2302
Zm00001eb130100_T001	237
Zm00001eb130120_T001	264
Zm00001eb130130_T002	2737
Zm00001eb130150_T001	1009
Zm00001eb130160_T001	1078
Zm00001eb130170_T001	448
Zm00001eb130180_T001	1580
Zm00001eb130190_T002	3966
Zm00001eb130200_T002	900
Zm00001eb130210_T001	1233
Zm00001eb130220_T001	453
Zm00001eb130250_T001	1344
Zm00001eb130260_T001	1798
Zm00001eb130270_T002	1278
Zm00001eb130280_T001	806
Zm00001eb130290_T001	1428
Zm00001eb130300_T001	2096
Zm00001eb130310_T001	1937
Zm00001eb130330_T001	384
Zm00001eb130340_T004	1666
Zm00001eb130350_T001	719
Zm00001eb130370_T001	1344
Zm00001eb130380_T001	762
Zm00001eb130390_T001	850
Zm00001eb130400_T002	1083
Zm00001eb130410_T001	1169
Zm00001eb130420_T001	1170
Zm00001eb130430_T001	963
Zm00001eb130440_T001	2433
Zm00001eb130450_T001	3494
Zm00001eb130460_T001	438
Zm00001eb130470_T001	3718
Zm00001eb130480_T001	2030
Zm00001eb130490_T001	2112
Zm00001eb130500_T002	2499
Zm00001eb130510_T001	1124
Zm00001eb130520_T001	1296
Zm00001eb130530_T001	1414
Zm00001eb130540_T001	750
Zm00001eb130550_T001	804
Zm00001eb130560_T001	528
Zm00001eb130570_T001	276
Zm00001eb130580_T002	689
Zm00001eb130590_T001	651
Zm00001eb130600_T002	2358
Zm00001eb130610_T001	2246
Zm00001eb130620_T003	2163
Zm00001eb130630_T001	1275
Zm00001eb130640_T002	2029
Zm00001eb130650_T005	1460
Zm00001eb130660_T001	1625
Zm00001eb130670_T001	336
Zm00001eb130680_T001	612
Zm00001eb130690_T003	2781
Zm00001eb130700_T001	714
Zm00001eb130710_T001	306
Zm00001eb130720_T001	1782
Zm00001eb130730_T001	1656
Zm00001eb130740_T001	2042
Zm00001eb130750_T002	1918
Zm00001eb130760_T002	3906
Zm00001eb130770_T001	811
Zm00001eb130780_T001	729
Zm00001eb130790_T001	702
Zm00001eb130810_T002	2105
Zm00001eb130820_T001	2272
Zm00001eb130830_T001	2293
Zm00001eb130840_T001	3303
Zm00001eb130850_T001	2643
Zm00001eb130860_T001	2437
Zm00001eb130870_T002	2303
Zm00001eb130880_T001	2529
Zm00001eb130890_T001	887
Zm00001eb130910_T001	294
Zm00001eb130920_T001	807
Zm00001eb130930_T001	543
Zm00001eb130940_T001	1626
Zm00001eb130980_T001	546
Zm00001eb130990_T001	513
Zm00001eb131000_T001	1428
Zm00001eb131010_T001	297
Zm00001eb131020_T001	573
Zm00001eb131030_T001	5751
Zm00001eb131040_T001	204
Zm00001eb131050_T004	1541
Zm00001eb131060_T001	1086
Zm00001eb131070_T001	2057
Zm00001eb131080_T002	2204
Zm00001eb131090_T001	2302
Zm00001eb131100_T005	1645
Zm00001eb131110_T001	573
Zm00001eb131130_T002	2689
Zm00001eb131140_T001	1336
Zm00001eb131150_T002	1663
Zm00001eb131160_T001	1001
Zm00001eb131170_T001	2502
Zm00001eb131180_T001	1285
Zm00001eb131190_T004	2057
Zm00001eb131200_T001	2789
Zm00001eb131210_T001	2446
Zm00001eb131220_T001	743
Zm00001eb131230_T001	3601
Zm00001eb131240_T001	930
Zm00001eb131260_T001	648
Zm00001eb131270_T001	237
Zm00001eb131280_T002	1045
Zm00001eb131290_T001	1877
Zm00001eb131300_T001	432
Zm00001eb131310_T002	1027
Zm00001eb131320_T001	2169
Zm00001eb131330_T001	1117
Zm00001eb131340_T005	1423
Zm00001eb131350_T002	1903
Zm00001eb131360_T001	1611
Zm00001eb131370_T002	2602
Zm00001eb131380_T001	453
Zm00001eb131390_T001	1179
Zm00001eb131400_T001	456
Zm00001eb131410_T001	1083
Zm00001eb131420_T001	710
Zm00001eb131430_T001	2291
Zm00001eb131440_T002	1298
Zm00001eb131460_T001	497
Zm00001eb131470_T002	2702
Zm00001eb131480_T001	309
Zm00001eb131490_T001	734
Zm00001eb131500_T001	669
Zm00001eb131510_T002	3944
Zm00001eb131520_T001	1982
Zm00001eb131530_T002	2085
Zm00001eb131540_T001	2389
Zm00001eb131550_T005	1569
Zm00001eb131560_T001	1107
Zm00001eb131570_T001	1647
Zm00001eb131590_T001	342
Zm00001eb131600_T003	1606
Zm00001eb131610_T001	3327
Zm00001eb131620_T001	3327
Zm00001eb131630_T001	1019
Zm00001eb131640_T001	303
Zm00001eb131660_T001	893
Zm00001eb131670_T001	585
Zm00001eb131680_T001	930
Zm00001eb131690_T002	2596
Zm00001eb131700_T001	2569
Zm00001eb131710_T001	2345
Zm00001eb131720_T001	330
Zm00001eb131730_T001	225
Zm00001eb131740_T001	330
Zm00001eb131750_T001	949
Zm00001eb131760_T001	1411
Zm00001eb131770_T002	2233
Zm00001eb131780_T001	1327
Zm00001eb131790_T002	3810
Zm00001eb131800_T001	594
Zm00001eb131810_T001	428
Zm00001eb131820_T001	713
Zm00001eb131830_T001	312
Zm00001eb131840_T001	692
Zm00001eb131850_T001	1270
Zm00001eb131860_T001	1528
Zm00001eb131870_T001	1363
Zm00001eb131880_T001	3255
Zm00001eb131890_T001	600
Zm00001eb131900_T002	2472
Zm00001eb131920_T001	531
Zm00001eb131930_T003	817
Zm00001eb131960_T001	1288
Zm00001eb131980_T001	444
Zm00001eb131990_T002	8194
Zm00001eb132000_T001	393
Zm00001eb132010_T001	481
Zm00001eb132020_T001	1240
Zm00001eb132030_T001	456
Zm00001eb132040_T001	246
Zm00001eb132050_T001	466
Zm00001eb132060_T001	639
Zm00001eb132080_T001	1945
Zm00001eb132130_T002	1724
Zm00001eb132140_T001	1224
Zm00001eb132150_T003	2855
Zm00001eb132160_T001	306
Zm00001eb132190_T001	408
Zm00001eb132210_T001	300
Zm00001eb132220_T001	924
Zm00001eb132230_T001	876
Zm00001eb132240_T001	318
Zm00001eb132260_T003	2213
Zm00001eb132270_T001	666
Zm00001eb132280_T001	1005
Zm00001eb132290_T001	869
Zm00001eb132300_T003	1710
Zm00001eb132310_T002	1137
Zm00001eb132320_T001	1185
Zm00001eb132330_T001	615
Zm00001eb132340_T001	895
Zm00001eb132350_T001	918
Zm00001eb132370_T001	2155
Zm00001eb132380_T004	1699
Zm00001eb132390_T001	384
Zm00001eb132400_T001	777
Zm00001eb132410_T001	1074
Zm00001eb132420_T002	2485
Zm00001eb132430_T001	525
Zm00001eb132450_T003	2657
Zm00001eb132480_T001	1891
Zm00001eb132500_T001	267
Zm00001eb132520_T001	636
Zm00001eb132530_T001	678
Zm00001eb132550_T003	1789
Zm00001eb132560_T001	659
Zm00001eb132570_T001	379
Zm00001eb132580_T001	1116
Zm00001eb132590_T001	557
Zm00001eb132600_T001	1911
Zm00001eb132610_T001	2864
Zm00001eb132620_T002	3269
Zm00001eb132630_T001	747
Zm00001eb132640_T002	1626
Zm00001eb132650_T001	833
Zm00001eb132660_T003	2834
Zm00001eb132680_T001	4057
Zm00001eb132690_T001	432
Zm00001eb132710_T001	249
Zm00001eb132720_T001	2440
Zm00001eb132730_T001	1439
Zm00001eb132750_T001	2060
Zm00001eb132780_T001	2100
Zm00001eb132790_T001	1227
Zm00001eb132800_T001	723
Zm00001eb132810_T001	699
Zm00001eb132830_T001	902
Zm00001eb132840_T001	2189
Zm00001eb132850_T001	618
Zm00001eb132860_T001	282
Zm00001eb132870_T001	629
Zm00001eb132880_T002	4172
Zm00001eb132890_T001	2245
Zm00001eb132900_T001	666
Zm00001eb132910_T001	699
Zm00001eb132920_T001	621
Zm00001eb132930_T001	543
Zm00001eb132940_T001	1387
Zm00001eb132950_T001	1251
Zm00001eb132960_T002	1707
Zm00001eb132970_T001	1075
Zm00001eb132980_T001	1004
Zm00001eb132990_T001	1075
Zm00001eb133000_T005	2832
Zm00001eb133020_T001	366
Zm00001eb133030_T001	732
Zm00001eb133040_T001	983
Zm00001eb133050_T001	2972
Zm00001eb133060_T001	3569
Zm00001eb133070_T001	543
Zm00001eb133080_T001	537
Zm00001eb133100_T002	1276
Zm00001eb133110_T001	1767
Zm00001eb133130_T001	408
Zm00001eb133140_T001	2226
Zm00001eb133150_T001	2154
Zm00001eb133160_T001	672
Zm00001eb133180_T001	641
Zm00001eb133190_T001	1482
Zm00001eb133200_T002	2907
Zm00001eb133210_T003	2799
Zm00001eb133230_T001	402
Zm00001eb133240_T001	270
Zm00001eb133260_T001	1074
Zm00001eb133270_T001	993
Zm00001eb133280_T001	2425
Zm00001eb133290_T001	1038
Zm00001eb133300_T001	531
Zm00001eb133310_T001	633
Zm00001eb133320_T001	678
Zm00001eb133330_T001	2469
Zm00001eb133350_T001	3246
Zm00001eb133360_T001	530
Zm00001eb133370_T001	1132
Zm00001eb133390_T001	381
Zm00001eb133400_T001	2685
Zm00001eb133410_T001	1770
Zm00001eb133420_T001	11432
Zm00001eb133430_T001	2322
Zm00001eb133440_T002	1699
Zm00001eb133450_T001	1249
Zm00001eb133460_T001	348
Zm00001eb133480_T002	2442
Zm00001eb133490_T001	868
Zm00001eb133500_T001	4190
Zm00001eb133510_T001	306
Zm00001eb133520_T001	306
Zm00001eb133530_T002	1369
Zm00001eb133560_T001	342
Zm00001eb133570_T002	1229
Zm00001eb133580_T003	4303
Zm00001eb133590_T001	3013
Zm00001eb133600_T001	440
Zm00001eb133610_T001	1200
Zm00001eb133620_T001	1134
Zm00001eb133630_T001	366
Zm00001eb133640_T001	2641
Zm00001eb133680_T001	567
Zm00001eb133690_T001	261
Zm00001eb133700_T001	1051
Zm00001eb133720_T002	996
Zm00001eb133730_T001	927
Zm00001eb133740_T001	1520
Zm00001eb133750_T001	1692
Zm00001eb133760_T001	2033
Zm00001eb133780_T005	2293
Zm00001eb133800_T001	2089
Zm00001eb133810_T001	2198
Zm00001eb133820_T001	414
Zm00001eb133830_T003	2616
Zm00001eb133840_T001	1693
Zm00001eb133860_T001	1638
Zm00001eb133870_T001	1937
Zm00001eb133880_T001	4381
Zm00001eb133890_T001	2521
Zm00001eb133900_T001	2845
Zm00001eb133920_T001	1926
Zm00001eb133930_T002	3271
Zm00001eb133940_T001	240
Zm00001eb133950_T001	495
Zm00001eb133960_T001	3034
Zm00001eb133980_T001	791
Zm00001eb133990_T001	1318
Zm00001eb134000_T001	2720
Zm00001eb134010_T002	2022
Zm00001eb134020_T001	2783
Zm00001eb134030_T001	828
Zm00001eb134040_T001	378
Zm00001eb134050_T002	2161
Zm00001eb134070_T001	303
Zm00001eb134080_T001	291
Zm00001eb134090_T001	3726
Zm00001eb134100_T001	2528
Zm00001eb134110_T002	1090
Zm00001eb134120_T002	1331
Zm00001eb134130_T001	1603
Zm00001eb134140_T003	1683
Zm00001eb134170_T001	321
Zm00001eb134200_T002	3189
Zm00001eb134210_T002	811
Zm00001eb134240_T002	3824
Zm00001eb134260_T001	210
Zm00001eb134270_T001	521
Zm00001eb134280_T001	315
Zm00001eb134290_T001	4174
Zm00001eb134310_T001	654
Zm00001eb134320_T001	336
Zm00001eb134330_T002	1866
Zm00001eb134340_T001	1056
Zm00001eb134350_T003	1233
Zm00001eb134390_T001	2087
Zm00001eb134400_T001	1791
Zm00001eb134410_T001	510
Zm00001eb134430_T001	2897
Zm00001eb134440_T001	307
Zm00001eb134450_T001	382
Zm00001eb134460_T002	892
Zm00001eb134470_T001	1173
Zm00001eb134480_T005	1289
Zm00001eb134490_T004	3612
Zm00001eb134520_T002	1685
Zm00001eb134530_T002	3059
Zm00001eb134540_T001	434
Zm00001eb134550_T001	846
Zm00001eb134560_T001	3076
Zm00001eb134600_T001	1922
Zm00001eb134610_T001	1361
Zm00001eb134620_T001	659
Zm00001eb134630_T001	1324
Zm00001eb134640_T001	726
Zm00001eb134650_T003	4174
Zm00001eb134670_T001	2150
Zm00001eb134680_T003	1394
Zm00001eb134690_T001	4015
Zm00001eb134700_T002	3278
Zm00001eb134710_T003	4257
Zm00001eb134730_T001	661
Zm00001eb134750_T001	1408
Zm00001eb134770_T001	989
Zm00001eb134780_T001	897
Zm00001eb134790_T002	3361
Zm00001eb134800_T001	5175
Zm00001eb134810_T002	2042
Zm00001eb134820_T001	2705
Zm00001eb134830_T001	429
Zm00001eb134840_T001	377
Zm00001eb134850_T001	1679
Zm00001eb134860_T001	234
Zm00001eb134870_T001	990
Zm00001eb134890_T001	976
Zm00001eb134900_T001	502
Zm00001eb134910_T001	2187
Zm00001eb134920_T001	339
Zm00001eb134930_T001	687
Zm00001eb134940_T001	417
Zm00001eb134950_T001	444
Zm00001eb134960_T001	1569
Zm00001eb134970_T001	3157
Zm00001eb134980_T001	957
Zm00001eb134990_T001	1838
Zm00001eb135000_T001	2104
Zm00001eb135010_T001	881
Zm00001eb135020_T001	1076
Zm00001eb135030_T001	545
Zm00001eb135040_T001	1205
Zm00001eb135050_T001	1363
Zm00001eb135060_T001	8862
Zm00001eb135070_T002	1030
Zm00001eb135080_T001	708
Zm00001eb135090_T001	2044
Zm00001eb135100_T001	327
Zm00001eb135110_T004	6387
Zm00001eb135120_T001	2723
Zm00001eb135130_T002	2029
Zm00001eb135160_T001	633
Zm00001eb135170_T001	345
Zm00001eb135180_T001	472
Zm00001eb135190_T001	3480
Zm00001eb135200_T004	1540
Zm00001eb135220_T001	4098
Zm00001eb135230_T001	276
Zm00001eb135240_T001	2140
Zm00001eb135250_T001	1910
Zm00001eb135270_T001	794
Zm00001eb135280_T001	297
Zm00001eb135290_T002	2020
Zm00001eb135300_T001	755
Zm00001eb135310_T001	1128
Zm00001eb135320_T001	2923
Zm00001eb135330_T001	390
Zm00001eb135340_T001	246
Zm00001eb135350_T001	1344
Zm00001eb135370_T001	1492
Zm00001eb135380_T004	3939
Zm00001eb135400_T003	2373
Zm00001eb135410_T001	1129
Zm00001eb135420_T001	720
Zm00001eb135430_T001	873
Zm00001eb135440_T001	2036
Zm00001eb135450_T001	1129
Zm00001eb135460_T001	1035
Zm00001eb135470_T002	2161
Zm00001eb135490_T001	645
Zm00001eb135500_T002	1679
Zm00001eb135510_T001	681
Zm00001eb135520_T001	1156
Zm00001eb135530_T001	2311
Zm00001eb135540_T001	1380
Zm00001eb135550_T001	1788
Zm00001eb135560_T001	666
Zm00001eb135570_T001	1376
Zm00001eb135590_T001	3303
Zm00001eb135600_T001	444
Zm00001eb135610_T001	1525
Zm00001eb135620_T001	1040
Zm00001eb135650_T001	860
Zm00001eb135660_T001	915
Zm00001eb135670_T001	459
Zm00001eb135680_T001	2160
Zm00001eb135690_T001	2377
Zm00001eb135700_T001	3109
Zm00001eb135710_T001	2361
Zm00001eb135720_T005	6800
Zm00001eb135740_T002	1524
Zm00001eb135750_T001	3060
Zm00001eb135760_T001	1176
Zm00001eb135770_T001	1185
Zm00001eb135780_T001	2325
Zm00001eb135790_T001	4274
Zm00001eb135800_T002	1647
Zm00001eb135810_T001	1924
Zm00001eb135820_T001	1443
Zm00001eb135830_T001	1232
Zm00001eb135840_T001	677
Zm00001eb135850_T001	1186
Zm00001eb135860_T001	2567
Zm00001eb135870_T001	1218
Zm00001eb135880_T001	1650
Zm00001eb135900_T003	2086
Zm00001eb135910_T002	1514
Zm00001eb135920_T003	1675
Zm00001eb135930_T001	5414
Zm00001eb135940_T002	1754
Zm00001eb135950_T001	276
Zm00001eb135960_T001	2307
Zm00001eb135970_T001	2733
Zm00001eb135980_T001	1783
Zm00001eb135990_T002	1979
Zm00001eb136000_T001	705
Zm00001eb136010_T002	2563
Zm00001eb136020_T001	697
Zm00001eb136030_T001	642
Zm00001eb136040_T001	2915
Zm00001eb136060_T001	3135
Zm00001eb136070_T001	347
Zm00001eb136080_T001	1478
Zm00001eb136100_T001	2260
Zm00001eb136110_T001	2611
Zm00001eb136120_T001	1731
Zm00001eb136130_T001	3962
Zm00001eb136140_T001	465
Zm00001eb136150_T001	933
Zm00001eb136160_T001	2572
Zm00001eb136170_T001	1272
Zm00001eb136180_T001	2203
Zm00001eb136190_T002	2401
Zm00001eb136200_T001	2149
Zm00001eb136210_T001	288
Zm00001eb136220_T002	3148
Zm00001eb136230_T003	6869
Zm00001eb136250_T001	1856
Zm00001eb136260_T002	1500
Zm00001eb136270_T001	1690
Zm00001eb136280_T002	2464
Zm00001eb136290_T001	1062
Zm00001eb136300_T002	2234
